prod_smiles,reac_smiles,corrected_template_default_id,dataset,ec_num
CCC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)C(C)O)C(C)C)C(=O)N[C@H](C(=O)O)C(C)O,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O.CCC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)C(C)O)C(C)C)C(=O)N[C@H](C(=O)O)C(C)O,1498,train,['2.5.1.58']
CCC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)C(C)O)C(C)C)C(=O)N[C@H](C(=O)O)C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O.CCC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)C(C)O)C(C)C)C(=O)N[C@H](C(=O)O)C(C)C,1498,train,['2.5.1.58']
CCC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)C(C)O)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O.CCC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)C(C)O)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CNc1ccccc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CNc1ccccc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CSc1ccccc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CSc1ccccc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccccc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccccc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,test,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CNc1ccccc1C,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CNc1ccccc1C.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
COc1cc(COC/C(C)=C/CC/C(C)=C/CSC[C@H](NC(=O)CNS(=O)(=O)c2cccc3c(N(C)C)cccc23)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)cc(OC)c1OC,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O.COc1cc(COC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O)cc(OC)c1OC,1498,test,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CNc1cccc(C)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CNc1cccc(C)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CNc1ccc(C)cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CNc1ccc(C)cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CNc1ccc([N+](=O)[O-])cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CNc1ccc([N+](=O)[O-])cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1cccc(C(C)C)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1cccc(C(C)C)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1cccc(OC(F)(F)F)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1cccc(OC(F)(F)F)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1cccc(C(F)(F)F)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1cccc(C(F)(F)F)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccc(C(C)C)cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccc(C(C)C)cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccc(OC(F)(F)F)cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccc(OC(F)(F)F)cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CNc1ccccc1C(F)(F)F,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CNc1ccccc1C(F)(F)F.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CNc1cccc(OC(F)(F)F)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CNc1cccc(OC(F)(F)F)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CNc1ccc(OC(F)(F)F)cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CNc1ccc(OC(F)(F)F)cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CCc1ccccc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CCc1ccccc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,test,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1cccc(F)c1F,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1cccc(F)c1F.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,test,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1c(F)cccc1F,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1c(F)cccc1F.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,test,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccccc1Br,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccccc1Br.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
CCc1ccccc1OC/C(C)=C/CC/C(C)=C/CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O.CCc1ccccc1OC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccccc1F,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccccc1F.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,val,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccccc1I,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccccc1I.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccc(Cl)c(Cl)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccc(Cl)c(Cl)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccc(F)c(F)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccc(F)c(F)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1cc(Cl)cc(Cl)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1cc(Cl)cc(Cl)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1cc(F)cc(F)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1cc(F)cc(F)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1cccc(Br)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1cccc(Br)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1cccc(C#N)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1cccc(C#N)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
CCc1cccc(OC/C(C)=C/CC/C(C)=C/CSC[C@H](NC(=O)CNS(=O)(=O)c2cccc3c(N(C)C)cccc23)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)c1,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O.CCc1cccc(OC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O)c1,1498,val,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1cccc(F)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1cccc(F)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,test,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1cccc(I)c1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1cccc(I)c1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccc(Cc2ccccc2)cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccc(Cc2ccccc2)cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccc(Br)cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccc(Br)cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccc(C#N)cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccc(C#N)cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,test,['2.5.1.58']
CCc1ccc(OC/C(C)=C/CC/C(C)=C/CSC[C@H](NC(=O)CNS(=O)(=O)c2cccc3c(N(C)C)cccc23)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)cc1,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O.CCc1ccc(OC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O)cc1,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccc(F)cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccc(F)cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccc(I)cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccc(I)cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,val,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COc1ccc([N+](=O)[O-])cc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COc1ccc([N+](=O)[O-])cc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,test,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)COCc1ccccc1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)COCc1ccccc1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CNc1ccon1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CNc1ccon1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
C/C(=C\CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)CC/C=C(\C)CN=c1cco[nH]1,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC/C=C(\C)CN=c1cco[nH]1.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O,1498,train,['2.5.1.58']
CCc1ccccc1NC/C(C)=C/CC/C(C)=C/CSC[C@H](NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)O.CCc1ccccc1NC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,1498,train,['2.5.1.58']
